iter	RMSE
430	132.3853705
431	132.3683199
432	132.2859691
433	132.2187441
434	132.1881547
435	132.1627986
436	132.1067649
437	132.048144
438	132.017152
439	131.9571661
440	131.8916708
441	131.833224
442	131.7883435
443	131.7500522
444	131.7252654
445	131.6966768
446	131.6263147
447	131.4998684
448	131.4361063
449	131.4129906
450	131.3515721
451	131.314096
452	131.2283975
453	131.2014635
454	131.1471003
455	131.1269559
456	131.0596602
457	131.0186555
458	130.959535
459	130.8394892
460	130.7610051
461	130.6837993
462	130.657229
463	130.613151
464	130.5892033
465	130.5518461
466	130.5060269
467	130.4723698
468	130.4426772
469	130.4095565
470	130.3733939
471	130.3621745
472	130.2886908
473	130.2446285
474	130.1963663
475	130.1741984
476	130.0957975
477	130.0855039
478	130.0687637
479	130.0253429
480	129.997334
481	129.9787253
482	129.9657426
483	129.9495654
484	129.9157617
485	129.8899268
486	129.8739701
487	129.8419183
488	129.7786362
489	129.7266361
490	129.7069633
491	129.6671015
492	129.6598151
493	129.6082329
494	129.5588626
495	129.537093
496	129.509137
497	129.4616528
498	129.4156091
499	129.3166119
500	129.2869866
501	129.2435864
502	129.188021
503	129.1592695
504	129.1260687
505	129.1247721
506	129.0989213
507	129.0723147
508	129.0359382
509	128.9770592
510	128.9627763
511	128.8855726
512	128.8073408
513	128.7851415
514	128.7375912
515	128.7019735
516	128.6475089
517	128.6192278
518	128.5791109
519	128.4765647
520	128.4384969
521	128.410756
522	128.3646431
523	128.3413933
524	128.2702163
525	128.1891065
526	128.1315517
527	128.0811949
528	128.0477109
529	128.0090899
530	127.937565
531	127.9092285
532	127.8909437
533	127.8782699
534	127.7907638
535	127.7699876
536	127.7222982
537	127.6940565
538	127.6617368
539	127.5916875
540	127.56739
541	127.5223349
542	127.5006387
543	127.4523008
544	127.4005091
545	127.3518353
546	127.3221253
547	127.2900893
548	127.2222972
549	127.1940541
550	127.1120702
551	127.0752368
552	127.0514279
553	127.0219905
554	127.0045904
555	126.9699016
556	126.9419116
557	126.9128402
558	126.8865405
559	126.8230231
560	126.7933941
561	126.7347346
562	126.717741
563	126.6766183
564	126.6684248
565	126.6325817
566	126.6277171
567	126.5714466
568	126.5317042
569	126.473227
570	126.4656923
571	126.3858758
572	126.3434857
573	126.2900884
574	126.2575817
575	126.2509448
576	126.2207879
577	126.1712014
578	126.1232542
579	126.0990307
580	126.0748461
581	126.0234824
582	125.9486484
583	125.9007681
584	125.8553202
585	125.8244789
586	125.7756438
587	125.7698443
588	125.7299829
589	125.7061917
590	125.6642764
591	125.6159145
592	125.5944532
593	125.5771233
594	125.5071071
595	125.4842151
596	125.4210962
597	125.4053411
598	125.3738663
599	125.3392789
600	125.3264617
601	125.3015523
602	125.2689146
603	125.2223654
604	125.2112959
605	125.2005078
606	125.1848675
607	125.1592683
608	125.1377763
609	125.1099574
610	125.051538
611	124.9887295
612	124.9617942
613	124.9275919
614	124.8993296
615	124.8526133
616	124.8476591
617	124.8160365
618	124.7708245
619	124.7426526
620	124.7179637
621	124.694765
622	124.6855069
623	124.6501968
624	124.5890751
625	124.5683771
626	124.5325318
627	124.5181063
628	124.4845819
629	124.4634526
630	124.4272377
631	124.3772956
632	124.322444
633	124.2594042
634	124.2331607
635	124.2199573
636	124.1574075
637	124.1301596
638	124.0787014
639	124.0638461
640	123.9824769
641	123.9603558
642	123.9308151
643	123.9127416
644	123.910225
645	123.8910179
646	123.8792386
647	123.8432299
648	123.8065138
649	123.7695568
650	123.7554184
651	123.708974
652	123.6772124
653	123.6600703
654	123.6436606
655	123.6245944
656	123.6072037
657	123.5709029
658	123.5479651
659	123.5276755
660	123.5132821
661	123.3723076
662	123.3366108
663	123.3150221
664	123.2564168
665	123.2188805
666	123.181013
667	123.1458697
668	123.1340764
669	123.1017089
670	123.0850941
671	123.0579914
672	123.0050974
673	122.9618219
674	122.9202443
675	122.8696032
676	122.8324407
677	122.8112049
678	122.7786321
679	122.720551
680	122.7026425
681	122.684052
682	122.6355034
683	122.6181229
684	122.6094537
685	122.5378971
686	122.5237063
687	122.5018516
688	122.4705433
689	122.4538393
690	122.4195173
691	122.4003914
692	122.383275
693	122.3698824
694	122.3438984
695	122.3332412
696	122.3080705
697	122.266821
698	122.2464692
699	122.2193745
700	122.1861938
701	122.1447559
702	122.1237524
703	122.1057292
704	122.0893345
705	122.0615304
706	122.030941
707	121.9928001
708	121.9795889
709	121.9588818
710	121.9352016
711	121.8661125
712	121.8010753
713	121.7568592
714	121.7377501
715	121.7193179
716	121.6986369
717	121.6732536
718	121.6629181
719	121.6555729
720	121.5982926
721	121.5701867
722	121.5252318
723	121.4917262
724	121.4680879
725	121.4517332
726	121.4265494
727	121.4094143
728	121.3644057
729	121.3376541
730	121.3233188
731	121.3209281
732	121.2975932
733	121.2656073
734	121.2462806
735	121.2214873
736	121.1832362
737	121.1498407
738	121.144444
739	121.1157039
740	121.1019455
741	121.0897415
742	121.0688262
743	121.0382071
744	121.0010713
745	120.9847324
746	120.9634439
747	120.9461609
748	120.9229682
749	120.9006882
750	120.8659587
751	120.8285438
752	120.7814867
753	120.7603831
754	120.7377759
755	120.7105834
756	120.6766973
757	120.6489068
758	120.5999619
759	120.5723103
760	120.5367497
761	120.5108336
762	120.4735284
763	120.4567207
764	120.3806358
765	120.3728515
766	120.346211
767	120.3296542
768	120.2840136
769	120.265771
770	120.2466051
771	120.2224924
772	120.1984849
773	120.1459016
774	120.1402458
775	120.1239336
776	120.0560764
777	120.0263393
778	120.0051536
779	119.9657792
780	119.9165822
781	119.8931027
782	119.8924279
783	119.8663189
784	119.8367995
785	119.8179794
786	119.811381
787	119.767485
788	119.740347
789	119.7228432
790	119.6862446
791	119.6706868
792	119.6553412
793	119.637053
794	119.608422
795	119.5897828
796	119.5524545
797	119.4949767
798	119.4908975
799	119.4787227
800	119.4365059
801	119.3940374
802	119.3716022
803	119.3290178
804	119.3174094
805	119.3067673
806	119.2982072
807	119.2893887
808	119.2868051
809	119.2497962
810	119.2225353
811	119.2124268
812	119.1953146
813	119.1686294
814	119.1368481
815	119.1085786
816	119.0618799
817	119.0170895
818	119.0058238
819	118.9990011
820	118.9899336
821	118.9797282
822	118.9624527
823	118.948427
824	118.9281396
825	118.9184277
826	118.8738573
827	118.8581885
828	118.808392
829	118.7959896
830	118.7910964
831	118.7763736
832	118.7410824
833	118.7207724
834	118.6954382
835	118.6789079
836	118.6688233
837	118.6486907
838	118.6185389
839	118.5957995
840	118.5612699
841	118.5456926
842	118.5148944
843	118.4970123
844	118.4746591
845	118.4364714
846	118.4202698
847	118.3991311
848	118.3925304
849	118.3536266
850	118.3282352
851	118.3137685
852	118.2932597
853	118.2654895
854	118.2311801
855	118.2157282
856	118.2016967
857	118.1943574
858	118.1743225
859	118.1435677
860	118.0954299
861	118.0819879
862	118.0764503
863	118.0566479
864	118.0427993
865	117.9935844
866	117.9707599
867	117.9687362
868	117.9564546
869	117.9437908
870	117.9062236
871	117.8781681
872	117.8774345
873	117.8122666
874	117.7715756
875	117.7556553
876	117.7281729
877	117.6800044
878	117.6581068
879	117.6469895
880	117.6200383
881	117.5848677
882	117.560743
883	117.5046658
884	117.4952803
885	117.4562534
886	117.4111135
887	117.3872807
888	117.3786999
889	117.3592518
890	117.3282733
891	117.313245
892	117.2972103
893	117.268419
894	117.2435351
895	117.2402591
896	117.2242255
897	117.2096292
898	117.1916358
899	117.1627298
900	117.1393255
901	117.1279386
902	117.1019545
903	117.0861326
904	117.0732161
905	117.0420182
906	117.0214232
907	116.9832888
908	116.9739848
909	116.9421717
910	116.9249351
911	116.9190522
912	116.898225
913	116.8768496
914	116.8519474
915	116.8396596
916	116.8316891
917	116.8055286
918	116.7841401
919	116.7727663
920	116.7551923
921	116.728508
922	116.7030942
923	116.6793588
924	116.6233837
925	116.6192911
926	116.590037
927	116.5755402
928	116.5697188
929	116.5524979
930	116.5247029
931	116.5001433
932	116.4935467
933	116.4486938
934	116.4258019
935	116.4073324
936	116.3902061
937	116.3733206
938	116.3390778
939	116.3015891
940	116.2822212
941	116.269253
942	116.2562247
943	116.2482809
944	116.2082328
945	116.1654845
946	116.1540295
947	116.1402863
948	116.1158705
949	116.1004015
950	116.1003047
951	116.0487696
952	116.0302573
953	116.0012989
954	115.9801229
955	115.9785009
956	115.959881
957	115.9342954
958	115.917918
959	115.8958515
960	115.8677295
961	115.8585033
962	115.8197926
963	115.7887983
964	115.7685884
965	115.7362658
966	115.7170742
967	115.6784609
968	115.6584656
969	115.6517011
970	115.6340684
971	115.6020857
972	115.5790467
973	115.5382464
974	115.5228294
975	115.4905412
976	115.4739871
977	115.4391493
978	115.4170539
979	115.3800249
980	115.3748182
981	115.3520975
982	115.3221865
983	115.3077153
984	115.290057
985	115.2552024
986	115.2413988
987	115.208878
988	115.2027935
989	115.1830476
990	115.1579676
991	115.123276
992	115.1077405
993	115.0694147
994	115.0444568
995	115.0255059
996	115.0015969
997	114.9885668
998	114.9840116
999	114.9769999
